subjectid,ageGroup,inquisit.build,computer.platform,startdate,starttime,sessionid,elapsedtime,completed,taskOrder,IP12_1,IP12_2,IP12_3,IP13_1,IP13_2,IP13_3,IP14_1,IP14_2,IP14_3,IP15_1,IP15_2,IP15_3,IP16_1,IP16_2,IP16_3,IP12_1_loss,IP12_2_loss,IP12_3_loss,IP13_1_loss,IP13_2_loss,IP13_3_loss,IP14_1_loss,IP14_2_loss,IP14_3_loss,IP15_1_loss,IP15_2_loss,IP15_3_loss,IP16_1_loss,IP16_2_loss,IP16_3_loss,TotalWinAmount,finalN_reward,finalReward_reward,finalN_loss,finalReward_loss,hitrate_N1,CRrate_N1,hitrate_N2,CRrate_N2,hitrate_N3,CRrate_N3,hitrate_N4,CRrate_N4,hitrate_N5,CRrate_N5,hitrate_N6,CRrate_N6,mentaldemand_1,physicaldemand_1,temporaldemand_1,performance_1,effort_1,frustration_1,mentaldemand_2,physicaldemand_2,temporaldemand_2,performance_2,effort_2,frustration_2,mentaldemand_3,physicaldemand_3,temporaldemand_3,performance_3,effort_3,frustration_3,mentaldemand_4,physicaldemand_4,temporaldemand_4,performance_4,effort_4,frustration_4,mentaldemand_5,physicaldemand_5,temporaldemand_5,performance_5,effort_5,frustration_5,mentaldemand_6,physicaldemand_6,temporaldemand_6,performance_6,effort_6,frustration_6
29,Young,6400,mac,9/27/21,14:54:25,1,1718394,1,1,1.484375,2.1328125,3.28125,0.890625,1.8984375,2.46875,0.515625,1.4765625,2.03125,not run,not run,not run,not run,not run,not run,-1.796875,-2.6953125,-3.78125,-1.765625,-0.7265625,-3.71875,-1.234375,-2.2265625,-3.59375,not run,not run,not run,not run,not run,not run,5,4,3,4,-3,1,1,1,0.933333333,0.6,0.666666667,0.8,0.933333333,0,0,0,0,3,1,3,21,13,1,4,1,5,18,16,13,10,1,16,12,14,19,21,10,11,19,21,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Young,6400,mac,9/27/21,15:35:07,1,21843,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Young,6400,win,9/27/21,14:01:36,1,1459893,1,1,1.921875,2.9765625,3.90625,0.734375,1.8515625,1.46875,0.390625,0.3984375,0.21875,not run,not run,not run,not run,not run,not run,-1.984375,-1.8515625,-3.96875,-0.703125,-0.0234375,-3.15625,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,2.75,1,0.75,1,-3,0.8,0.333333333,0.6,1,0.6,0.8,0.2,0.533333333,0,0,0,0,11,3,17,11,11,13,12,2,12,11,11,11,13,2,11,12,13,13,16,2,16,9,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Young,6400,win,9/27/21,12:02:34,1,2362725,1,2,1.984375,2.2265625,3.96875,1.984375,2.9765625,1.96875,1.734375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.953125,-2.7421875,-3.96875,-1.984375,-2.9296875,-3.96875,not run,not run,not run,not run,not run,not run,5.125,1,4,4,-3.875,0,0,0,1,0,0.866666667,0.4,0.733333333,0,0,0,0,12,4,14,6,9,4,7,4,14,3,21,2,9,4,8,3,21,3,6,3,7,3,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Young,6400,mac,9/27/21,15:07:19,1,1269291,1,2,1.171875,2.2734375,3.28125,0.015625,0.2109375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.640625,-2.6953125,-0.09375,-1.296875,-2.5546875,-1.84375,-0.765625,-0.2578125,-3.59375,not run,not run,not run,not run,not run,not run,5,3,1,3,-1,1,0.666666667,0.8,1,0.8,0.933333333,0.8,0.933333333,0,0,0,0,17,15,19,20,18,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Young,6400,win,9/27/21,15:19:27,1,11535974,1,2,0.984375,1.4765625,2.96875,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.515625,-0.7265625,-1.96875,-0.015625,-0.3046875,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,7,1,4,1,-2,0.8,1,0,0.733333333,0.6,0.866666667,0.6,0.733333333,0,0,0,0,3,1,11,21,11,11,21,11,15,6,21,21,21,11,21,11,21,21,21,11,21,11,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Young,6400,win,9/27/21,14:22:00,1,1797650,1,2,0.046875,0.1640625,0.53125,0.328125,0.3515625,0.90625,0.046875,0.0234375,0.09375,not run,not run,not run,not run,not run,not run,-1.015625,-0.3515625,-0.21875,-0.953125,-2.7890625,-0.96875,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,NA,1,NA,1,-0.875,0.8,0.8,1,1,0.6,0.733333333,0.6,0.866666667,0,0,0,0,18,5,15,16,15,15,17,6,17,18,17,16,19,4,18,8,18,18,20,4,20,7,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Young,6399,and,9/27/21,20:27:11,1,1759986,1,2,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-2.4140625,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,6,2,3,2,-2,0.4,0.533333333,0.8,0.866666667,1,0.8,0.8,0.866666667,0,0,0,0,21,17,15,15,14,17,17,15,17,16,15,18,17,17,18,18,16,16,18,15,15,16,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Young,6400,mac,9/27/21,15:25:22,1,1681756,1,1,0.984375,1.1484375,1.03125,1.015625,1.0078125,1.03125,0.984375,1.0078125,1.03125,not run,not run,not run,not run,not run,not run,-1.703125,-2.6484375,-3.53125,-0.984375,-2.4609375,-3.59375,-1.390625,-2.8359375,-3.78125,not run,not run,not run,not run,not run,not run,5.1875,2,3,2,-2.8125,0.6,0.466666667,0,0.333333333,0,0.266666667,0.2,0.2,0,0,0,0,12,5,13,8,10,14,15,2,17,3,15,15,18,2,18,2,17,18,20,2,20,2,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Young,6400,win,9/27/21,12:27:30,1,1866841,1,2,1.296875,1.4765625,3.15625,0.953125,1.8984375,1.71875,0.828125,1.3359375,1.96875,not run,not run,not run,not run,not run,not run,-1.484375,-1.8515625,-3.78125,-0.984375,-1.9453125,-3.03125,-0.984375,-1.9921875,-2.90625,not run,not run,not run,not run,not run,not run,4.46875,3,1.96875,4,-2.5,1,1,0.8,0.8,0.4,0.666666667,0.8,0.8,0,0,0,0,3,3,7,21,4,1,10,6,12,14,14,8,15,6,15,4,15,14,12,9,12,15,17,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Young,6400,mac,9/27/21,12:28:17,1,2024752,1,2,1.015625,1.7578125,2.28125,0.046875,0.1640625,0.15625,0.046875,0.1171875,0.03125,not run,not run,not run,not run,not run,not run,-1.515625,-1.7109375,-2.46875,-0.765625,-0.6796875,-3.03125,-0.390625,-0.7734375,-0.21875,not run,not run,not run,not run,not run,not run,3.125,1,0.375,1,-2.25,1,0.933333333,0.8,0.933333333,0.6,0.933333333,0.8,0.933333333,0,0,0,0,2,1,6,20,3,2,13,2,5,17,13,6,18,3,13,15,16,7,15,4,5,17,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Young,6400,win,9/27/21,15:29:27,1,1570021,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.3046875,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5.1875,3,3,4,-2.8125,0.8,1,1,1,1,1,0.8,0.8,0,0,0,0,5,1,14,16,7,18,6,6,15,21,13,16,17,7,17,21,17,19,21,4,20,18,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Young,6400,win,9/27/21,12:48:25,1,1474815,1,2,1.546875,0.0234375,0.03125,1.890625,0.0234375,1.21875,0.890625,0.0234375,0.28125,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.015625,-0.7265625,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,1.1875,1,0.1875,1,-4,0.6,0.6,0.6,0.533333333,0.2,0.266666667,0.8,0.6,0,0,0,0,18,10,15,13,17,9,17,10,15,13,16,13,20,12,18,5,19,14,15,10,13,16,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,Young,6400,win,9/27/21,20:53:26,1,1513164,1,2,1.484375,0.7734375,1.03125,0.328125,2.2265625,0.65625,0.484375,2.0390625,2.65625,not run,not run,not run,not run,not run,not run,-0.296875,-1.2421875,-0.03125,-1.046875,-0.0703125,-2.09375,-0.140625,-1.6171875,-3.84375,not run,not run,not run,not run,not run,not run,1.84375,1,0.84375,1,-4,0.8,0.866666667,1,0.933333333,0.8,0.8,0.4,0.866666667,0,0,0,0,16,15,15,18,18,6,19,19,19,18,20,5,18,18,18,18,18,7,20,19,19,7,19,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Young,6400,mac,9/27/21,14:18:28,1,1817718,1,1,0.984375,1.4765625,1.96875,1.765625,1.1015625,2.21875,0.984375,1.6171875,2.59375,not run,not run,not run,not run,not run,not run,-1.703125,-2.4140625,-3.21875,-1.890625,-0.0703125,-3.71875,-1.515625,-2.2734375,-3.78125,not run,not run,not run,not run,not run,not run,5.375,2,2,1,-1.625,1,0.866666667,1,0.933333333,0.6,0.933333333,1,0.733333333,0,0,0,0,13,4,13,15,14,13,14,6,15,16,14,12,17,7,16,12,16,16,17,7,17,16,17,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,Young,6400,win,9/27/21,14:20:46,1,2519277,1,1,0.234375,1.6171875,1.21875,1.046875,1.5703125,3.65625,1.109375,2.7421875,1.65625,not run,not run,not run,not run,not run,not run,-1.765625,-1.3828125,-3.21875,-0.265625,-0.9140625,-2.40625,-0.046875,-2.7890625,-2.78125,not run,not run,not run,not run,not run,not run,4.5,1,1.5,4,-2,0,0.2,0,0.6,0.6,0.6,0,0.133333333,0,0,0,0,19,14,6,15,18,6,19,15,18,17,20,19,18,19,19,18,18,8,20,11,19,18,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,Old,6400,win,9/27/21,14:31:21,1,1950020,1,2,1.671875,1.1015625,2.96875,0.453125,1.0078125,0.71875,0.484375,1.0078125,2.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9296875,-3.71875,-0.984375,-2.6015625,-1.71875,-1.890625,-1.3828125,-2.21875,not run,not run,not run,not run,not run,not run,5,1,0.75,1,-0.75,0.8,0.933333333,0.6,0.8,0.6,1,0.4,0.8,0,0,0,0,4,4,8,13,9,14,13,9,13,9,13,14,16,9,16,6,16,16,18,8,17,4,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Young,6400,mac,9/27/21,17:46:48,1,1192883,1,2,1.234375,2.6015625,3.78125,1.046875,2.4140625,1.90625,1.109375,2.3671875,0.03125,not run,not run,not run,not run,not run,not run,-1.921875,-2.9765625,-3.96875,-1.984375,-0.2109375,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,3.9375,1,2.4375,2,-3.5,0.6,0.266666667,1,0.8,0.8,0.6,0.8,0.6,0,0,0,0,17,4,13,6,14,17,14,4,13,16,13,14,18,5,14,14,14,15,18,5,13,14,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,Old,6400,mac,9/27/21,18:01:09,1,1763749,1,1,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.015625,-1.9921875,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,1.03125,1,0.03125,1,-4,1,1,0.4,0.933333333,0.6,0.8,0.4,0.8,0,0,0,0,13,1,11,21,16,14,21,18,11,6,21,19,21,21,14,13,21,21,21,21,16,7,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Old,6400,mac,9/27/21,18:00:14,1,1493827,1,2,1.984375,2.8828125,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.234375,-2.9765625,-3.84375,-0.140625,-1.8046875,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,NA,3,NA,3,-4,1,1,0.6,1,0.8,0.866666667,0.8,0.733333333,0,0,0,0,1,1,5,21,3,6,11,1,13,4,7,4,6,1,4,10,5,5,13,1,6,8,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Old,6400,win,9/27/21,18:02:31,1,2099033,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.0234375,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,7.25,4,4,2,-1.75,0.4,0.533333333,0.8,0.266666667,0.6,0.2,0.8,0.533333333,0,0,0,0,13,11,15,11,12,7,16,15,17,8,17,16,19,18,16,9,18,18,19,17,15,15,19,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,Old,6400,win,9/27/21,18:27:22,1,2651178,1,2,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.015625,-0.3984375,-0.09375,-0.015625,-1.0546875,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,1.25,1,0.25,1,-4,0.4,0.133333333,1,0.666666667,1,0.6,1,0.533333333,0,0,0,0,21,21,21,7,21,21,21,18,19,16,19,19,21,16,21,13,18,20,21,21,21,12,19,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,Old,6400,win,9/27/21,18:42:29,1,1861095,1,1,0.203125,0.5859375,0.46875,0.421875,0.5859375,0.84375,0.390625,0.4921875,1.28125,not run,not run,not run,not run,not run,not run,-0.109375,-0.3984375,-2.03125,-0.109375,-0.7734375,-2.65625,-0.015625,-0.0703125,-2.03125,not run,not run,not run,not run,not run,not run,4.5,2,2,1,-2.5,1,1,1,0.066666667,0.6,0,0.4,0,0,0,0,0,1,1,1,21,1,1,11,8,8,11,10,6,15,12,13,9,14,12,20,14,19,5,18,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,Old,6400,win,9/28/21,09:11:35,1,4455810,1,2,1.578125,2.9296875,3.15625,1.046875,2.4609375,2.53125,0.140625,0.3984375,2.34375,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.015625,-0.7265625,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,2.421875,1,0.421875,1,-3,0.8,1,0.8,0.933333333,0.4,0.8,0.4,0.666666667,0,0,0,0,14,14,14,14,16,7,16,16,14,16,16,14,17,16,16,19,18,17,19,17,17,15,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Old,6400,win,9/28/21,01:22:40,1,1697325,1,1,1.515625,2.0390625,2.96875,0.484375,1.8046875,0.96875,0.484375,0.7265625,0.96875,not run,not run,not run,not run,not run,not run,-1.515625,-2.3203125,-3.34375,-1.296875,-0.8203125,-3.21875,-1.296875,-1.9921875,-2.96875,not run,not run,not run,not run,not run,not run,3,4,2,1,-4,1,1,0.8,0.8,1,0.866666667,0.6,0.8,0,0,0,0,1,2,5,21,3,1,3,3,7,18,14,6,13,4,14,16,12,12,19,7,17,4,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,Old,6400,win,9/28/21,07:10:57,1,1426686,1,2,1.015625,0.3515625,0.96875,0.359375,0.7265625,0.96875,0.890625,0.3515625,0.96875,not run,not run,not run,not run,not run,not run,-1.015625,-1.8984375,-2.53125,-1.015625,-0.2578125,-3.03125,-1.015625,-0.7265625,-2.46875,not run,not run,not run,not run,not run,not run,4.625,1,2,1,-2.375,0.8,0.533333333,1,0.866666667,0.6,0.866666667,0,0.733333333,0,0,0,0,13,3,10,8,11,15,11,9,11,14,15,11,18,7,11,9,18,13,21,18,11,1,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,Old,6400,win,9/28/21,05:47:40,1,1788180,1,1,0.109375,0.1171875,0.09375,0.109375,0.1171875,0.09375,0.109375,0.1171875,0.09375,not run,not run,not run,not run,not run,not run,-0.046875,-0.1171875,-0.09375,-0.109375,-2.7890625,-0.09375,-0.078125,-0.1171875,-0.09375,not run,not run,not run,not run,not run,not run,4,1,1,1,-2,1,0.866666667,1,0.933333333,0.6,0.733333333,0.8,0.666666667,0,0,0,0,4,1,3,18,4,8,4,1,4,20,7,4,7,1,3,15,7,6,6,1,4,13,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,Old,6400,win,9/28/21,08:56:33,1,1421450,1,2,1.984375,2.6484375,3.71875,0.828125,1.9453125,1.53125,0.109375,0.1640625,0.78125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.953125,-1.1015625,-3.96875,-1.984375,-2.9296875,-3.90625,not run,not run,not run,not run,not run,not run,5.96875,3,2.71875,4,-1.75,0.8,1,0.6,1,0.8,0.933333333,0.4,0.866666667,0,0,0,0,11,11,11,12,12,12,14,14,14,12,12,12,18,17,17,12,12,12,21,21,21,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,Old,6400,win,9/28/21,08:07:11,1,1583458,1,1,1.484375,2.3671875,2.96875,0.515625,0.3984375,2.03125,0.015625,1.5234375,0.28125,not run,not run,not run,not run,not run,not run,-1.953125,-2.9765625,-3.96875,-1.828125,-1.7109375,-1.96875,-0.515625,-2.0859375,-2.78125,not run,not run,not run,not run,not run,not run,4.421875,1,0.421875,3,-1,1,0.866666667,1,0.933333333,0.6,1,1,0.8,0,0,0,0,2,1,2,16,6,1,2,2,2,18,6,1,5,2,6,8,9,2,5,4,9,15,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,Old,6400,mac,9/28/21,09:12:03,1,1498633,1,1,0.484375,0.4921875,0.46875,0.484375,0.5859375,0.46875,0.515625,0.4921875,0.46875,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-3.53125,-0.015625,-0.2109375,-3.90625,-0.015625,-0.0234375,-3.90625,not run,not run,not run,not run,not run,not run,3.75,1,0.75,1,-2,1,1,1,1,0.6,0.933333333,0.6,1,0,0,0,0,2,1,3,21,13,1,4,1,4,21,15,1,17,1,4,12,18,1,20,1,4,13,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Old,6400,win,9/28/21,09:12:50,1,1730872,1,2,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.015625,-0.7265625,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,NA,3,NA,1,-2,0.6,0.333333333,0,0.266666667,0,0.666666667,0.8,0.466666667,0,0,0,0,15,16,12,7,13,14,15,16,16,5,15,14,17,16,16,4,15,14,17,15,13,13,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,Old,6400,win,9/28/21,08:42:48,1,1708128,1,2,1.015625,0.1640625,1.53125,0.484375,1.9453125,1.96875,0.484375,0.7265625,1.46875,not run,not run,not run,not run,not run,not run,-0.234375,-0.7265625,-0.96875,-0.984375,-1.1953125,-3.03125,-0.984375,-1.4765625,-1.96875,not run,not run,not run,not run,not run,not run,NA,3,NA,2,-0.75,0.8,0.933333333,0.8,0.8,0.8,0.8,0.8,0.733333333,0,0,0,0,13,8,9,9,15,13,15,9,10,9,15,15,17,10,10,8,16,16,18,10,10,7,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,Old,6400,win,9/28/21,10:13:09,1,1675351,1,2,0.421875,0.4453125,0.46875,0.515625,0.4921875,0.46875,0.359375,0.3984375,0.21875,not run,not run,not run,not run,not run,not run,-1.015625,-1.8984375,-2.65625,-0.890625,-0.2109375,-1.90625,-0.453125,-0.6796875,-0.96875,not run,not run,not run,not run,not run,not run,NA,4,NA,4,-1.75,0.8,1,0.8,0.933333333,0.8,0.933333333,0.2,0.933333333,0,0,0,0,11,1,12,15,14,9,21,3,14,16,15,13,18,3,18,14,19,15,21,3,18,1,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,Old,6400,win,9/28/21,11:55:12,1,2327816,1,1,0.984375,0.3046875,0.34375,0.484375,0.2578125,0.03125,0.265625,0.3984375,0.03125,not run,not run,not run,not run,not run,not run,-1.921875,-2.8828125,-3.96875,-1.015625,-2.9765625,-3.84375,-0.015625,-1.5234375,-2.78125,not run,not run,not run,not run,not run,not run,2.8125,1,0.0625,1,-2.25,1,0.933333333,0.6,1,0.6,0.866666667,0.4,0.733333333,0,0,0,0,20,13,3,14,20,14,21,15,1,6,21,17,21,17,3,3,20,21,21,14,1,2,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Young,6434,win,10/7/21,12:26:20,1,1394320,1,2,0.859375,1.4765625,3.03125,0.015625,0.0234375,0.15625,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.078125,-2.5078125,-0.21875,-0.015625,-0.0234375,-0.09375,not run,not run,not run,not run,not run,not run,3.09375,2,0.09375,1,-2,0.2,0.533333333,0.6,0.533333333,0.6,0.733333333,0.6,0.8,0,0,0,0,5,1,17,5,7,16,5,5,17,14,7,10,7,7,15,14,6,9,6,6,17,14,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Young,6432,ios,10/7/21,13:38:15,1,1388710,1,1,1.984375,2.9765625,3.96875,1.921875,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-2.1796875,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5.25,4,4,4,-3.75,0.6,0.066666667,0.4,0.2,0.4,0.2,0.2,0.266666667,0,0,0,0,19,4,20,6,17,16,18,7,17,4,18,20,19,4,21,8,16,19,20,5,19,3,16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,Young,6432,ios,10/7/21,10:39:05,1,1430122,1,2,1.984375,2.7890625,3.90625,1.984375,2.9765625,3.96875,1.984375,2.5546875,3.96875,not run,not run,not run,not run,not run,not run,-0.984375,-0.3515625,-3.96875,-1.984375,-0.6796875,-3.96875,-0.234375,-1.4765625,-2.21875,not run,not run,not run,not run,not run,not run,7.5,4,3,3,-0.5,0.8,0.8,1,0.866666667,0.6,0.733333333,0.8,0.8,0,0,0,0,14,1,20,17,17,9,21,1,21,20,21,21,21,21,21,1,21,1,21,21,21,21,21,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Young,6434,mac,10/7/21,13:40:36,1,1882125,1,2,1.234375,2.3203125,3.09375,0.890625,1.5234375,3.03125,0.640625,1.3359375,3.03125,not run,not run,not run,not run,not run,not run,-1.546875,-2.0390625,-2.96875,-0.859375,-2.4140625,-1.96875,-0.765625,-1.8984375,-2.65625,not run,not run,not run,not run,not run,not run,NA,1,NA,4,-2.5,1,1,0.8,1,0.6,0.933333333,1,0.733333333,0,0,0,0,14,3,13,21,9,1,18,2,16,14,17,15,20,2,18,12,19,19,21,2,21,16,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,Young,6434,mac,10/7/21,14:03:17,1,1571365,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.1171875,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5.03125,3,2,3,-1.96875,0.8,1,1,0.866666667,1,0.733333333,1,0.533333333,0,0,0,0,11,11,17,15,19,6,15,11,17,16,16,11,21,11,19,14,15,15,21,11,21,8,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Young,6434,win,10/7/21,13:03:34,1,1692139,1,2,1.921875,1.4296875,1.46875,1.453125,1.4296875,1.46875,1.734375,1.4765625,2.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.7734375,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,6.5,3,3,4,-1.5,0.4,0.533333333,0.6,0.8,0.8,0.8,1,0.866666667,0,0,0,0,18,1,19,4,7,15,6,1,14,17,13,6,16,1,16,17,16,8,19,1,16,20,17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Young,6432,ios,10/7/21,13:10:12,1,1378113,1,2,1.984375,2.9765625,3.96875,1.296875,1.7578125,3.78125,0.640625,1.1484375,1.78125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.90625,-1.984375,-1.2421875,-3.96875,-1.953125,-2.9296875,-3.96875,not run,not run,not run,not run,not run,not run,6.875,1,3.875,4,-2,0.8,1,1,1,0.8,1,0.4,0.8,0,0,0,0,11,1,5,17,11,1,14,2,4,21,14,3,21,1,16,11,21,17,21,1,21,4,21,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,Young,6434,win,10/7/21,14:38:09,1,1492901,1,1,1.734375,2.9765625,3.90625,1.734375,2.4140625,2.96875,0.484375,1.4296875,1.46875,not run,not run,not run,not run,not run,not run,-1.609375,-2.6015625,-3.78125,-0.984375,-0.8671875,-3.78125,-0.015625,-1.5234375,-0.78125,not run,not run,not run,not run,not run,not run,4.46875,2,2,1,-2.53125,1,1,1,1,1,0.866666667,1,0.866666667,0,0,0,0,8,2,5,21,11,13,8,2,8,21,12,13,17,2,8,18,17,16,19,1,6,17,19,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
